generation_id,created_at,cost_total,cost_web_search,cost_cache,cost_file_processing,byok_usage_inference,tokens_prompt,tokens_completion,tokens_reasoning,tokens_cached,model_permaslug,provider_name,variant,cancelled,streamed,user,finish_reason_raw,finish_reason_normalized,generation_time_ms,time_to_first_token_ms,api_key_disabled,api_key_name,app_name
gen-1787547368-FayjbpHYNFidvL58xeGB,2026-08-24 04:56:08.169,0.000589,,,,0,1439,11,0,0,deepseek/deepseek-chat-v3,Novita,standard,false,true,,stop,stop,1555,1330,false,Nexus-Key,Aider
gen-1787547365-4Nu5XHeXuwZF6fe7poKx,2026-08-24 04:56:05.273,0.000056,,,,0,188,8,0,0,deepseek/deepseek-chat-v3,StreamLake,standard,false,true,,stop,stop,2595,2593,false,Nexus-Key,Aider
gen-1787547351-FQxNJxoSSaW0SX4inHfB,2026-08-24 04:55:51.305,0.004036,,,,0,12980,676,0,0,deepseek/deepseek-chat-v3,StreamLake,standard,false,true,,stop,stop,13490,1676,false,Nexus-Key,Aider
gen-1787547028-b8D73BZDjBASPGILFc1a,2026-08-24 04:50:28.098,0.000085,,,,0,192,7,0,0,deepseek/deepseek-chat-v3,Novita,standard,false,true,,stop,stop,1210,1113,false,Nexus-Key,Aider
gen-1787547025-214mViphtwLDqaf6g0gr,2026-08-24 04:50:25.589,0.00066,,,,0,1613,12,0,0,deepseek/deepseek-chat-v3,Novita,standard,false,true,,stop,stop,1473,1206,false,Nexus-Key,Aider
gen-1787547023-cIeHcZAPJio4zoYZY73a,2026-08-24 04:50:23.694,0.000085,,,,0,187,8,0,0,deepseek/deepseek-chat-v3,Novita,standard,false,true,,stop,stop,1427,1278,false,Nexus-Key,Aider
gen-1787547003-bGx2CUoFkgykrDfTBBoQ,2026-08-24 04:50:03.161,0.005816,,,,0,12176,728,0,0,deepseek/deepseek-chat-v3,Novita,standard,false,true,,stop,stop,20143,2095,false,Nexus-Key,Aider
gen-1787546636-gi6TIOOg9jZNTJvJ4E3s,2026-08-24 04:43:56.625,0.000064,,,,0,193,14,0,0,deepseek/deepseek-chat-v3,StreamLake,standard,false,true,,stop,stop,1739,1480,false,Nexus-Key,Aider
gen-1787546633-TB5z9XAUXRKqvSPVwMiR,2026-08-24 04:43:53.982,0.000985,,,,0,3776,13,0,0,deepseek/deepseek-chat-v3,StreamLake,standard,false,true,,stop,stop,1585,1443,false,Nexus-Key,Aider
gen-1787546632-3HiLjRGsS1dhAKaa1b7b,2026-08-24 04:43:52.114,0.000085,,,,0,187,8,0,0,deepseek/deepseek-chat-v3,Novita,standard,false,true,,stop,stop,1455,1325,false,Nexus-Key,Aider
gen-1787546575-iLUaSXr4m2IIva5ru1d0,2026-08-24 04:42:55.072,0.004666,,,,0,9810,2082,0,0,deepseek/deepseek-chat-v3,StreamLake,standard,false,true,,stop,stop,56588,2263,false,Nexus-Key,Aider
gen-1787546232-bTpQ3qrlznqN6sZh1P5N,2026-08-24 04:37:12.173,0.000057,,,,0,193,8,0,0,deepseek/deepseek-chat-v3,StreamLake,standard,false,true,,stop,stop,1462,1461,false,Nexus-Key,Aider
gen-1787546229-eAH0JCFA0nfVMxCEHPjG,2026-08-24 04:37:09.630,0.00034,,,,0,1278,11,0,0,deepseek/deepseek-chat-v3,StreamLake,standard,false,true,,stop,stop,1309,1272,false,Nexus-Key,Aider
gen-1787546213-O3lmfjam2fSBImDiVBjX,2026-08-24 04:36:53.825,0.004084,,,,0,13131,685,0,0,deepseek/deepseek-chat-v3,StreamLake,standard,false,true,,stop,stop,15354,1484,false,Nexus-Key,Aider
gen-1787546056-WVgEwBpjw2TxzOnoBKWi,2026-08-24 04:34:16.210,0.000057,,,,0,193,8,0,0,deepseek/deepseek-chat-v3,StreamLake,standard,false,true,,stop,stop,1152,1101,false,Nexus-Key,Aider
gen-1787546052-8sSGIyp2w8Mko4qNNIH5,2026-08-24 04:34:12.638,0.000761,,,,0,2900,15,0,0,deepseek/deepseek-chat-v3,StreamLake,standard,false,true,,stop,stop,2240,1734,false,Nexus-Key,Aider
gen-1787546014-8YdVDrpDLP1atf5UAvz5,2026-08-24 04:33:34.833,0.007077,,,,0,12883,1480,0,0,deepseek/deepseek-chat-v3,Novita,standard,false,true,,stop,stop,37161,1803,false,Nexus-Key,Aider
gen-1787545775-PJUgakX8G8LBXm5dk1vV,2026-08-24 04:29:35.234,0.016133,,,,0,62192,122,0,0,deepseek/deepseek-chat-v3,StreamLake,standard,false,true,,stop,stop,5197,2652,false,Nexus-Key,Aider
gen-1787545758-KZW0Wt0uXOWO4YArSYAt,2026-08-24 04:29:18.445,0.016093,,,,0,62077,112,0,0,deepseek/deepseek-chat-v3,StreamLake,standard,false,true,,stop,stop,7574,5371,false,Nexus-Key,Aider
gen-1787544920-cifIV1i3Qq8nYuWYjYK6,2026-08-24 04:15:20.164,0.00096,,,,0,240,16,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,2104,1966,false,Nexus-Key,Aider
gen-1787544919-io07tbFIYBq8TSefeV9C,2026-08-24 04:15:19.222,0.011199,,,,0,2013,344,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,5100,786,false,Nexus-Key,Aider
gen-1787544916-ejZHLMvdIMOcclQT8G7D,2026-08-24 04:15:16.599,0.02253,,,,0,7430,16,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,1415,1071,false,Nexus-Key,Aider
gen-1787544914-AAXc4IBhEbNLc7sNzSdL,2026-08-24 04:15:14.897,0.000942,,,,0,234,16,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,916,738,false,Nexus-Key,Aider
gen-1787544872-UcZBn277mQcuiGDfWeVe,2026-08-24 04:14:31.886,0.478968,,,,0,139246,4082,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,42082,7597,false,Nexus-Key,Aider
gen-1787544428-2GOIqGDQjlhtwdUE5Ggh,2026-08-24 04:07:08.429,0.000879,,,,0,228,13,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,919,773,false,Nexus-Key,Aider
gen-1787544427-MyIec4Vp4uveyZisYbnb,2026-08-24 04:07:07.656,0.011289,,,,0,2013,350,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,5434,785,false,Nexus-Key,Aider
gen-1787544425-hXvbOlfKDpoxaeRAl255,2026-08-24 04:07:05.374,0.02151,,,,0,7105,13,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,1318,1009,false,Nexus-Key,Aider
gen-1787544423-uUCYuNsvF2N8umI57Sxj,2026-08-24 04:07:03.821,0.000861,,,,0,222,13,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,862,712,false,Nexus-Key,Aider
gen-1787544381-valQ91VmP0eTclmUXRWP,2026-08-24 04:06:21.113,0.459531,,,,0,135057,3624,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,41816,9003,false,Nexus-Key,Aider
gen-1787543827-3xRlhP4yT0jFAmzz9HYg,2026-08-24 03:57:07.355,0.010974,,,,0,2013,329,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,5219,1079,false,Nexus-Key,Aider
gen-1787543827-31DAEzPAFhb4UQGxaqB6,2026-08-24 03:57:07.197,0.000816,,,,0,222,10,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,869,723,false,Nexus-Key,Aider
gen-1787543824-x3txBIYG3vociiCS5fmM,2026-08-24 03:57:04.664,0.006618,,,,0,2136,14,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,1062,845,false,Nexus-Key,Aider
gen-1787543822-gl801wRweAZ7YNOIuKrL,2026-08-24 03:57:02.780,0.000783,,,,0,216,9,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,1185,1026,false,Nexus-Key,Aider
gen-1787543808-QRmKw6A03cxM5NHxiAWi,2026-08-24 03:56:48.864,0.411468,,,,0,133801,671,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,13237,7219,false,Nexus-Key,Aider
gen-1787543803-p9vDtqkxJ3XFyVusWiun,2026-08-24 03:56:43.553,0.011004,,,,0,2013,331,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,4942,798,false,Nexus-Key,Aider
gen-1787543800-HrymNfsB6QXLbLqmiY1j,2026-08-24 03:56:40.446,0.06726,,,,0,22355,13,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,2151,1872,false,Nexus-Key,Aider
gen-1787543798-8yKnQp0w3fHhZP7HHlau,2026-08-24 03:56:38.562,0.000855,,,,0,225,12,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,919,759,false,Nexus-Key,Aider
gen-1787543641-PiL0pL5wEDSGSfrFthw9,2026-08-24 03:54:01.782,0.524709,,,,0,114848,12011,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,104387,5997,false,Nexus-Key,Aider
gen-1787542870-4On0N4HVYkD6ZgMbaNRS,2026-08-24 03:41:10.265,0.346659,,,,0,114538,203,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,8870,6145,false,Nexus-Key,Aider
gen-1787542863-fnTueGV7rsaKfVGrq7xc,2026-08-24 03:41:03.598,0.011019,,,,0,2013,332,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,6284,1806,false,Nexus-Key,Aider
gen-1787542861-Z9EnrpXIlpGOy80NvyJK,2026-08-24 03:41:01.278,0.036552,,,,0,12109,15,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,1564,1256,false,Nexus-Key,Aider
gen-1787542858-DyWAGC6hTiqDPHEZL6mb,2026-08-24 03:40:58.212,0.005715,,,,0,1815,18,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,2340,1798,false,Nexus-Key,Aider
gen-1787542795-FDtspbwUySd63YwKCeVh,2026-08-24 03:39:55.379,0.409845,,,,0,104425,6438,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,61804,5565,false,Nexus-Key,Aider
gen-1787542738-l2nEhLdsCtj3M54eSlO7,2026-08-24 03:38:58.913,0.010719,,,,0,2013,312,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,4720,791,false,Nexus-Key,Aider
gen-1787542736-1u36Sx3VJA5oSKfvrjIi,2026-08-24 03:38:56.656,0.028677,,,,0,9484,15,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,1724,1479,false,Nexus-Key,Aider
gen-1787542687-h5TRXJdLPD2eScr4P0iX,2026-08-24 03:38:07.985,0.368154,,,,0,97038,5136,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,47869,5399,false,Nexus-Key,Aider
gen-1787542632-UWftLxvdOlZn0YIM6dSI,2026-08-24 03:37:12.150,0.011049,,,,0,2013,334,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,5962,1503,false,Nexus-Key,Aider
gen-1787542629-QFt2kpIcj62f3J1H513j,2026-08-24 03:37:09.161,0.027726,,,,0,9167,15,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,2427,2024,false,Nexus-Key,Aider
gen-1787542583-wHLxwgp96re7XaohK98O,2026-08-24 03:36:23.585,0.347871,,,,0,92722,4647,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,44778,5330,false,Nexus-Key,Aider
gen-1787542538-8V88mJf364tREJ5oRlFX,2026-08-24 03:35:38.961,0.010689,,,,0,2013,310,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,4642,758,false,Nexus-Key,Aider
gen-1787542537-4mnwg0rFVDOdp8DNXF22,2026-08-24 03:35:37.000,0.011205,,,,0,3655,16,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,1365,1059,false,Nexus-Key,Aider
gen-1787542514-4RQgjppRjGOG0BoeHf04,2026-08-24 03:35:14.258,0.299169,,,,0,90188,1907,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,22043,5115,false,Nexus-Key,Aider
gen-1787542456-vfF5cicUs35dduzod1bN,2026-08-24 03:34:16.563,0.010689,,,,0,2013,310,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,4875,816,false,Nexus-Key,Aider
gen-1787542454-NTpyvOcJh33eElWdcMGa,2026-08-24 03:34:14.653,0.007119,,,,0,2308,13,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,1378,1128,false,Nexus-Key,Aider
gen-1787542443-851ccl4WrF8FYd426P5s,2026-08-24 03:34:03.737,0.276297,,,,0,88914,637,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,10350,5131,false,Nexus-Key,Aider
gen-1787542437-QuKoNoQp5jejJYdzfFx7,2026-08-24 03:33:57.780,0.011169,,,,0,2013,342,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,5586,1036,false,Nexus-Key,Aider
gen-1787542436-5rN0pMoLo2D6OFprJJx8,2026-08-24 03:33:56.141,0.013614,,,,0,4463,15,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,1152,858,false,Nexus-Key,Aider
gen-1787542405-e4VBiMZ2VbvRTAL1ER22,2026-08-24 03:33:25.802,0.297651,,,,0,85262,2791,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,29481,5230,false,Nexus-Key,Aider
gen-1787542295-0ehso8u6bjJVJP0OPSRl,2026-08-24 03:31:35.480,0.010689,,,,0,2013,310,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,4899,1033,false,Nexus-Key,Aider
gen-1787542292-9kKVVa8C4WG7IoW3cfik,2026-08-24 03:31:32.573,0.042258,,,,0,14006,16,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,1924,1471,false,Nexus-Key,Aider
gen-1787542290-oDZlFaa7U5YCndbQ2VLK,2026-08-24 03:31:30.397,0.00399,,,,0,1240,18,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,1415,1058,false,Nexus-Key,Aider
gen-1787542203-RUGXbZk9BVhiTLixUDwW,2026-08-24 03:30:02.964,0.342771,,,,0,78037,7244,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,86117,3421,false,Nexus-Key,Aider
gen-1787541884-DMxvYbYBV7QqfZBq5n79,2026-08-24 03:24:44.651,0.010719,,,,0,2013,312,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,4421,754,false,Nexus-Key,Aider
gen-1787541883-bgSo3VW2sX6Da4W4DC5h,2026-08-24 03:24:43.065,0.004512,,,,0,1419,17,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,1052,757,false,Nexus-Key,Aider
gen-1787541874-jLMgiH1HQjyo0TFEueQA,2026-08-24 03:24:34.210,0.239184,,,,0,77483,449,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,8192,4912,false,Nexus-Key,Aider
gen-1787541863-kPOBc52dXcodXBsSrKyT,2026-08-24 03:24:23.008,0.010824,,,,0,2013,319,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,5076,1061,false,Nexus-Key,Aider
gen-1787541859-E30z4OwgHRyCU3b1zhTl,2026-08-24 03:24:19.940,0.076965,,,,0,25580,15,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,2508,2209,false,Nexus-Key,Aider
gen-1787541707-MCiRKpwNSbypjtDLTIBz,2026-08-24 03:21:47.627,0.384885,,,,0,59875,13684,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,112253,4194,false,Nexus-Key,Aider
gen-1787541529-T2E37rx1BONFL4eudQyV,2026-08-24 03:18:49.831,0.029256,,,,0,9667,17,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,1841,1516,false,Nexus-Key,Aider
gen-1787541488-OKZB88IWWEONvfRmBuex,2026-08-24 03:18:08.385,0.22413,,,,0,53140,4314,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,40273,3538,false,Nexus-Key,Aider
gen-1787541416-39bUysRy1DjIkZyEDwPo,2026-08-24 03:16:55.980,0.173496,,,,0,51852,1196,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,17199,3518,false,Nexus-Key,Aider
gen-1787541274-MIoHmOE7IWWBkAIs81vE,2026-08-24 03:14:34.226,0.021018,,,,0,6666,68,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,1719,1297,false,Nexus-Key,Aider
gen-1787541266-VjxRTTi0EwakDlfcCVno,2026-08-24 03:14:26.795,0.020793,,,,0,6591,68,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,7174,6684,false,Nexus-Key,Aider
gen-1787541264-glHDNzXceWJOmqif88d3,2026-08-24 03:14:24.342,0.020535,,,,0,6505,68,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,2186,1700,false,Nexus-Key,Aider
gen-1787541262-WGBBPu3qF9xWbJ9HFmKR,2026-08-24 03:14:22.326,0.020265,,,,0,6415,68,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,1726,1221,false,Nexus-Key,Aider
gen-1787541258-UPi0KbjmrteOceEMTk91,2026-08-24 03:14:18.582,0.019995,,,,0,6325,68,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,3468,1911,false,Nexus-Key,Aider
gen-1787537236-50UIovjK6eAweEqCTh36,2026-08-24 02:07:16.735,0.000837,,,,0,219,12,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,934,804,false,Nexus-Key,Aider
gen-1787537236-6i954IhwX0P8t7Mj9P6X,2026-08-24 02:07:16.300,0.009717,,,,0,2054,237,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,5845,2064,false,Nexus-Key,Aider
gen-1787537234-a1SihU1C6dh4YiTtMuM9,2026-08-24 02:07:14.611,0.009756,,,,0,3167,17,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,1125,858,false,Nexus-Key,Aider
gen-1787537231-CeEaOUZaHytz1Utvu1ff,2026-08-24 02:07:11.804,0.000774,,,,0,213,9,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,2137,1911,false,Nexus-Key,Aider
gen-1787537209-EH3YWio1KzgqwzA57OXF,2026-08-24 02:06:49.824,0.456552,,,,0,144834,1470,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,21122,8367,false,Nexus-Key,Aider
gen-1787537151-pa5PuSEed538hyWYwTJE,2026-08-24 02:05:51.308,0.000879,,,,0,228,13,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,902,751,false,Nexus-Key,Aider
gen-1787537150-HrJSZpji5i4zqWjkSs2b,2026-08-24 02:05:50.637,0.009207,,,,0,2054,203,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,3924,1166,false,Nexus-Key,Aider
gen-1787537148-gh1wHrLT0C8SDoZZP37G,2026-08-24 02:05:48.603,0.009354,,,,0,3028,18,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,1443,1112,false,Nexus-Key,Aider
gen-1787537145-EKfmbIDRn2QNZxLOzCUw,2026-08-24 02:05:45.949,0.000861,,,,0,222,13,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,2066,1749,false,Nexus-Key,Aider
gen-1787537124-bRp0pkwafVwtUGNhdbOG,2026-08-24 02:05:23.915,0.451647,,,,0,143324,1445,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,21200,8308,false,Nexus-Key,Aider
gen-1787537050-fLnLPwURE7HWtpYuMDXl,2026-08-24 02:04:10.088,0.000879,,,,0,228,13,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,885,737,false,Nexus-Key,Aider
gen-1787537049-EuPIU0xxIRQ9GPY3THJA,2026-08-24 02:04:09.402,0.009207,,,,0,2054,203,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,3797,1039,false,Nexus-Key,Aider
gen-1787537047-DL3Wo3ascqIgvGCWjHn6,2026-08-24 02:04:07.638,0.00774,,,,0,2495,17,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,1150,780,false,Nexus-Key,Aider
gen-1787537046-8dXZIeQe9FLFpLGgOphv,2026-08-24 02:04:06.033,0.000861,,,,0,222,13,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,905,725,false,Nexus-Key,Aider
gen-1787537026-snDFKnmpJ5I57oOxZSD8,2026-08-24 02:03:45.925,0.443571,,,,0,141907,1190,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,19239,8253,false,Nexus-Key,Aider
gen-1787536703-O1CERIIETiKW78KJdrdh,2026-08-24 01:58:23.967,0.000801,,,,0,222,9,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,1071,955,false,Nexus-Key,Aider
gen-1787536703-q4LCt3HurX1f4l1Gl0kx,2026-08-24 01:58:23.622,0.009717,,,,0,2054,237,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,5163,1668,false,Nexus-Key,Aider
gen-1787536701-nyugMZThH1oxknXyejN8,2026-08-24 01:58:21.914,0.006906,,,,0,2232,14,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,1104,808,false,Nexus-Key,Aider
gen-1787536700-cJ3L0lWKU9CF3vHDB5gK,2026-08-24 01:58:20.345,0.000783,,,,0,216,9,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,884,761,false,Nexus-Key,Aider
gen-1787536683-gTmYWgWZPQX0VpMvO06i,2026-08-24 01:58:02.997,0.438396,,,,0,140382,1150,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,16687,4115,false,Nexus-Key,Aider
gen-1787536679-9BhOhVgsfoq6a6HpVuff,2026-08-24 01:57:59.374,0.000801,,,,0,222,9,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,1098,969,false,Nexus-Key,Aider
gen-1787536678-pVL0cMukgxjoKUiKDRxs,2026-08-24 01:57:58.989,0.009207,,,,0,2054,203,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,3628,961,false,Nexus-Key,Aider
gen-1787536677-6GJstxJXYe2JAna0PY3R,2026-08-24 01:57:57.154,0.002508,,,,0,741,19,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,1177,916,false,Nexus-Key,Aider
gen-1787536675-eCLRKvTrw3voVrgrbmCM,2026-08-24 01:57:55.440,0.000783,,,,0,216,9,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,1143,1015,false,Nexus-Key,Aider
gen-1787536665-rgBpaYweRvlePnVb4YyJ,2026-08-24 01:57:45.083,0.423219,,,,0,140153,184,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,9733,8092,false,Nexus-Key,Aider
gen-1787536658-js1Djg1KziAKSlTCyjqC,2026-08-24 01:57:38.807,0.420702,,,,0,140049,37,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,5528,4933,false,Nexus-Key,Aider
gen-1787536212-drRNj6OsnSkjFdWP1hot,2026-08-24 01:50:12.337,0.000879,,,,0,228,13,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,1975,1616,false,Nexus-Key,Aider
gen-1787536211-xD5HLeMiKS9AdI1jyWTj,2026-08-24 01:50:11.605,0.015642,,,,0,2054,632,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,9609,821,false,Nexus-Key,Aider
gen-1787536208-0aYPBBQkkT2yXX9G8kzQ,2026-08-24 01:50:08.839,0.005646,,,,0,1802,16,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,2219,1954,false,Nexus-Key,Aider
gen-1787536207-rnNKxTnc6zXuS1nteOpJ,2026-08-24 01:50:07.081,0.000861,,,,0,222,13,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,1166,961,false,Nexus-Key,Aider
gen-1787536189-YisKy0Gq9GxBku47cqLf,2026-08-24 01:49:49.372,0.43107,,,,0,139005,937,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,16917,7930,false,Nexus-Key,Aider
gen-1787536110-P2CU0iUtneJQSP4niRfc,2026-08-24 01:48:30.321,0.000837,,,,0,219,12,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,1091,949,false,Nexus-Key,Aider
gen-1787536109-2vLE2sFLgynBEC09mfH4,2026-08-24 01:48:29.899,0.015327,,,,0,2054,611,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,8915,875,false,Nexus-Key,Aider
gen-1787536107-UjDRwpFmCNUFo6ML3Lvr,2026-08-24 01:48:27.586,0.021252,,,,0,7009,15,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,1662,1328,false,Nexus-Key,Aider
gen-1787536105-RuGeI2zwXmJi9cRYH0qX,2026-08-24 01:48:25.713,0.000804,,,,0,213,11,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,1169,1009,false,Nexus-Key,Aider
