generation_id,created_at,cost_total,cost_web_search,cost_cache,cost_file_processing,byok_usage_inference,tokens_prompt,tokens_completion,tokens_reasoning,tokens_cached,model_permaslug,provider_name,variant,cancelled,streamed,user,finish_reason_raw,finish_reason_normalized,generation_time_ms,time_to_first_token_ms,api_key_disabled,api_key_name,app_name
gen-1787550532-Mg12GArjtLqCyFEeS2i3,2026-08-24 05:48:52.178,0.006237,,,,0,1999,16,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,984,784,false,Nexus-Key,Aider
gen-1787550522-IipNRvzWZttaH3ge8rYF,2026-08-24 05:48:42.804,0.069174,,,,0,19458,720,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,8803,2101,false,Nexus-Key,Aider
gen-1787550508-nrHqe6WQiLJ5nCFdsGu5,2026-08-24 05:48:28.344,0.059928,,,,0,19256,144,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,4535,2116,false,Nexus-Key,Aider
gen-1787550419-hSThlRtrjRUvVKsZQsoJ,2026-08-24 05:46:59.806,0.000879,,,,0,228,13,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,2109,1756,false,Nexus-Key,Aider
gen-1787550419-TyK4sk8JSNLRaFDdRSBZ,2026-08-24 05:46:59.073,0.012192,,,,0,3179,177,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,3069,865,false,Nexus-Key,Aider
gen-1787550416-bxvZ4AgmzvzYLy0LjmKX,2026-08-24 05:46:56.916,0.009672,,,,0,3149,15,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,1398,1141,false,Nexus-Key,Aider
gen-1787550413-s9QNwdOfziEOhIBPgof9,2026-08-24 05:46:53.765,0.000861,,,,0,222,13,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,2489,1825,false,Nexus-Key,Aider
gen-1787550393-PogqXFO8gQkPN42SMj42,2026-08-24 05:46:33.038,0.094656,,,,0,23587,1593,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,20038,1991,false,Nexus-Key,Aider
gen-1787550344-7jblOeU8RHKEJDsnqine,2026-08-24 05:45:44.828,0.000879,,,,0,228,13,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,917,761,false,Nexus-Key,Aider
gen-1787550342-QN0s6J8mh9w3JCS67uLe,2026-08-24 05:45:42.036,0.005157,,,,0,1644,15,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,1292,1066,false,Nexus-Key,Aider
gen-1787550340-G2oSTXpJXcn4WLqObF4b,2026-08-24 05:45:40.281,0.000861,,,,0,222,13,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,1149,947,false,Nexus-Key,Aider
gen-1787550331-ecEH7F8cmdibO6wdsbAK,2026-08-24 05:45:31.813,0.077595,,,,0,22805,612,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,7800,2218,false,Nexus-Key,Aider
gen-1787550217-6yhgkJjxGqthWdUybWMn,2026-08-24 05:43:37.341,0.000837,,,,0,219,12,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,1077,940,false,Nexus-Key,Aider
gen-1787550213-CFW0CjKKN4eCWrJkNRV1,2026-08-24 05:43:33.847,0.011595,,,,0,3780,17,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,2305,1803,false,Nexus-Key,Aider
gen-1787550211-JWPsMyHjbPg1Ns8gA37r,2026-08-24 05:43:31.783,0.000804,,,,0,213,11,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,1334,1178,false,Nexus-Key,Aider
gen-1787550191-kSn0tZtUmznyVFhXmvn5,2026-08-24 05:43:11.394,0.093198,,,,0,20081,2197,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,19651,2019,false,Nexus-Key,Aider
gen-1787550128-Ft1sFoenTSHxg86kxixK,2026-08-24 05:42:08.595,0.000837,,,,0,219,12,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,1728,1494,false,Nexus-Key,Aider
gen-1787550126-icygGh2u5IG9L32tAVXJ,2026-08-24 05:42:06.298,0.009447,,,,0,3069,16,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,1084,814,false,Nexus-Key,Aider
gen-1787550124-H8ymHpoxtD9iXLjeGacM,2026-08-24 05:42:04.857,0.000804,,,,0,213,11,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,864,710,false,Nexus-Key,Aider
gen-1787550105-iglHbGpywXf450rrdM16,2026-08-24 05:41:45.479,0.076992,,,,0,18119,1509,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,18841,3791,false,Nexus-Key,Aider
gen-1787550057-fkrgTQfoobGhtviw8sUx,2026-08-24 05:40:57.350,0.000837,,,,0,219,12,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,1145,1020,false,Nexus-Key,Aider
gen-1787550054-RbpvTg6iVMMrQDIHOkpZ,2026-08-24 05:40:54.486,0.014217,,,,0,4674,13,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,1509,1197,false,Nexus-Key,Aider
gen-1787550030-L9AXJEySiEiEaZcuU3TK,2026-08-24 05:40:30.305,0.099444,,,,0,19543,2721,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,23461,2044,false,Nexus-Key,Aider
gen-1787550006-i1wP72If4qzanWeh3W4E,2026-08-24 05:40:06.391,0.059193,,,,0,19421,62,0,0,anthropic/claude-4-sonnet-20250522,Amazon Bedrock,standard,false,true,,end_turn,stop,3203,2226,false,Nexus-Key,Aider
gen-1787549867-2wOuQGlBCx3hV9NbhQ9Z,2026-08-24 05:37:47.620,0.000057,,,,0,190,8,0,0,deepseek/deepseek-chat-v3,StreamLake,standard,false,true,,stop,stop,3055,3055,false,Nexus-Key,Aider
gen-1787549867-g8FhChtyMPxtI1G6WhaM,2026-08-24 05:37:47.288,0.00805,,,,0,30149,282,0,0,deepseek/deepseek-chat-v3,StreamLake,standard,false,true,,stop,stop,10586,3634,false,Nexus-Key,Aider
gen-1787549864-vQG7NX1G3hnREDJBhbfC,2026-08-24 05:37:44.804,0.000359,,,,0,852,14,0,0,deepseek/deepseek-chat-v3,Novita,standard,false,true,,stop,stop,1681,1406,false,Nexus-Key,Aider
gen-1787549863-akSnMa7WJZTrT1EwQLmt,2026-08-24 05:37:43.226,0.000084,,,,0,184,8,0,0,deepseek/deepseek-chat-v3,Novita,standard,false,true,,stop,stop,1140,971,false,Nexus-Key,Aider
gen-1787549850-Fg7TxbaZ5PfhDMhBzlWy,2026-08-24 05:37:30.063,0.011801,,,,0,44710,285,0,0,deepseek/deepseek-chat-v3,StreamLake,standard,false,true,,stop,stop,11891,3008,false,Nexus-Key,Aider
gen-1787549840-I4AdwBKCVcQIts4wQO2g,2026-08-24 05:37:20.791,0.008043,,,,0,30117,283,0,0,deepseek/deepseek-chat-v3,StreamLake,standard,false,true,,stop,stop,8930,2405,false,Nexus-Key,Aider
gen-1787549839-wNefgQhAW11fLZeG4XiT,2026-08-24 05:37:19.119,0.000057,,,,0,190,8,0,0,deepseek/deepseek-chat-v3,StreamLake,standard,false,true,,stop,stop,2039,1856,false,Nexus-Key,Aider
gen-1787549836-vDV7O8E35uOyJusyHYsx,2026-08-24 05:37:16.446,0.000677,,,,0,2575,14,0,0,deepseek/deepseek-chat-v3,StreamLake,standard,false,true,,stop,stop,1606,1423,false,Nexus-Key,Aider
gen-1787549834-Pp2Gyu3hC4pfnNSYJdLt,2026-08-24 05:37:14.281,0.000084,,,,0,184,8,0,0,deepseek/deepseek-chat-v3,Novita,standard,false,true,,stop,stop,1537,1402,false,Nexus-Key,Aider
gen-1787549806-qFjY1bmiHi1Oye6wWup9,2026-08-24 05:36:46.277,0.018429,,,,0,43096,916,0,0,deepseek/deepseek-chat-v3,Novita,standard,false,true,,stop,stop,26676,3174,false,Nexus-Key,Aider
gen-1787549752-UKL9o9FvXTr7HPstka0R,2026-08-24 05:35:52.147,0.000057,,,,0,190,8,0,0,deepseek/deepseek-chat-v3,StreamLake,standard,false,true,,stop,stop,1250,1002,false,Nexus-Key,Aider
gen-1787549751-e0mlPXzXB0OBPM6Cchjx,2026-08-24 05:35:51.790,0.011616,,,,0,28148,275,0,0,deepseek/deepseek-chat-v3,Novita,standard,false,true,,stop,stop,11543,4099,false,Nexus-Key,Aider
gen-1787549749-uWQK8cHjWVhX55oa9H58,2026-08-24 05:35:49.496,0.000768,,,,0,2941,11,0,0,deepseek/deepseek-chat-v3,StreamLake,standard,false,true,,stop,stop,1662,1524,false,Nexus-Key,Aider
gen-1787549747-2r3C94eITY5hh6IaPQct,2026-08-24 05:35:47.893,0.000084,,,,0,184,8,0,0,deepseek/deepseek-chat-v3,Novita,standard,false,true,,stop,stop,1237,1097,false,Nexus-Key,Aider
gen-1787549709-mWSPWX9mAQt2vsVCdp2N,2026-08-24 05:35:09.530,0.011684,,,,0,40727,1168,0,0,deepseek/deepseek-chat-v3,StreamLake,standard,false,true,,stop,stop,36589,2560,false,Nexus-Key,Aider
gen-1787549651-pQQrxHqC71MTMjDs4JE1,2026-08-24 05:34:11.463,0.000062,,,,0,198,11,0,0,deepseek/deepseek-chat-v3,StreamLake,standard,false,true,,stop,stop,1344,922,false,Nexus-Key,Aider
gen-1787549650-cFjgN7S6lhYXrD06mMs8,2026-08-24 05:34:10.839,0.007027,,,,0,26280,256,0,0,deepseek/deepseek-chat-v3,StreamLake,standard,false,true,,stop,stop,9764,1924,false,Nexus-Key,Aider
gen-1787549648-K8gmJQkmkddylbDfaBaH,2026-08-24 05:34:08.765,0.001083,,,,0,2674,11,0,0,deepseek/deepseek-chat-v3,Novita,standard,false,true,,stop,stop,1352,1136,false,Nexus-Key,Aider
gen-1787549646-KHEtjimSj8ZwIyyGRmUG,2026-08-24 05:34:06.550,0.00006,,,,0,193,11,0,0,deepseek/deepseek-chat-v3,StreamLake,standard,false,true,,stop,stop,1808,1795,false,Nexus-Key,Aider
gen-1787549614-dqs7S7B9yU06V2aPVecK,2026-08-24 05:33:33.953,0.011056,,,,0,38563,1099,0,0,deepseek/deepseek-chat-v3,StreamLake,standard,false,true,,stop,stop,31670,2856,false,Nexus-Key,Aider
gen-1787549542-JmRwoqf6FSky9MgU3PGv,2026-08-24 05:32:22.886,0.000085,,,,0,192,7,0,0,deepseek/deepseek-chat-v3,Novita,standard,false,true,,stop,stop,1282,1187,false,Nexus-Key,Aider
gen-1787549542-whCDdrjbrVrUnWyt8oMO,2026-08-24 05:32:22.506,0.010055,,,,0,24278,265,0,0,deepseek/deepseek-chat-v3,Novita,standard,false,true,,stop,stop,10449,3460,false,Nexus-Key,Aider
gen-1787549540-8BO2708e4PwDZFDaiwjV,2026-08-24 05:32:20.178,0.000669,,,,0,1641,10,0,0,deepseek/deepseek-chat-v3,Novita,standard,false,true,,stop,stop,1541,1328,false,Nexus-Key,Aider
gen-1787549538-hMy9yWsHDgKsEDLo4nKD,2026-08-24 05:32:18.164,0.000056,,,,0,188,8,0,0,deepseek/deepseek-chat-v3,StreamLake,standard,false,true,,stop,stop,1656,1652,false,Nexus-Key,Aider
gen-1787549523-tlImMSli9ZyxjB8hRsc6,2026-08-24 05:32:03.617,0.010094,,,,0,37266,488,0,0,deepseek/deepseek-chat-v3,StreamLake,standard,false,true,,stop,stop,14271,2423,false,Nexus-Key,Aider
gen-1787549472-YFQDL2HcGKHEUFJKczD2,2026-08-24 05:31:12.081,0.000085,,,,0,192,7,0,0,deepseek/deepseek-chat-v3,Novita,standard,false,true,,stop,stop,1193,1103,false,Nexus-Key,Aider
gen-1787549471-WKfdUPlBSuhF7c9V6p8o,2026-08-24 05:31:11.688,0.007377,,,,0,22584,169,0,0,deepseek/deepseek-chat-v3,DeepInfra,standard,false,true,,stop,stop,5764,1526,false,Nexus-Key,Aider
gen-1787549469-hvBE3OJlBhyPks1bUCcX,2026-08-24 05:31:09.507,0.000879,,,,0,2160,12,0,0,deepseek/deepseek-chat-v3,Novita,standard,false,true,,stop,stop,1414,1185,false,Nexus-Key,Aider
gen-1787549467-ty71UkaD8NexRFFHXWOu,2026-08-24 05:31:07.804,0.000085,,,,0,187,8,0,0,deepseek/deepseek-chat-v3,Novita,standard,false,true,,stop,stop,1335,1209,false,Nexus-Key,Aider
gen-1787549448-aicdy0uQjN78dexl6lRk,2026-08-24 05:30:48.483,0.009978,,,,0,35775,749,0,0,deepseek/deepseek-chat-v3,StreamLake,standard,false,true,,stop,stop,19057,2699,false,Nexus-Key,Aider
gen-1787549409-70OA6BCdgytUU560Tv0s,2026-08-24 05:30:09.376,0.000085,,,,0,192,7,0,0,deepseek/deepseek-chat-v3,Novita,standard,false,true,,stop,stop,1216,1128,false,Nexus-Key,Aider
gen-1787549409-tViKrWFu90ZCgWDxvkVw,2026-08-24 05:30:09.004,0.006124,,,,0,22552,311,0,0,deepseek/deepseek-chat-v3,StreamLake,standard,false,true,,stop,stop,10808,2250,false,Nexus-Key,Aider
gen-1787549407-3ubf3jbXQyCm8KIABOUc,2026-08-24 05:30:07.165,0.000485,,,,0,1472,16,0,0,deepseek/deepseek-chat-v3,DeepInfra,standard,false,true,,stop,stop,1113,456,false,Nexus-Key,Aider
gen-1787549404-3zfxZuZINq5AY11x0oHu,2026-08-24 05:30:04.702,0.000085,,,,0,187,8,0,0,deepseek/deepseek-chat-v3,Novita,standard,false,true,,stop,stop,2037,1899,false,Nexus-Key,Aider
gen-1787549390-35f18kZvxMGTKtEgyjQX,2026-08-24 05:29:50.715,0.009376,,,,0,34647,446,0,0,deepseek/deepseek-chat-v3,StreamLake,standard,false,true,,stop,stop,13698,2826,false,Nexus-Key,Aider
gen-1787549339-qBvXGoxYGMRddjpcBTTV,2026-08-24 05:28:59.565,0.000093,,,,0,192,13,0,0,deepseek/deepseek-chat-v3,Novita,standard,false,true,,stop,stop,1310,1093,false,Nexus-Key,Aider
gen-1787549339-ZCZlyrEXugcVyKvmnuxc,2026-08-24 05:28:59.150,0.006682,,,,0,20546,121,0,0,deepseek/deepseek-chat-v3,DeepInfra,standard,false,true,,stop,stop,3815,1325,false,Nexus-Key,Aider
gen-1787549336-j8Pgh6Bl3BqJXSRnxLOS,2026-08-24 05:28:56.238,0.000884,,,,0,3390,12,0,0,deepseek/deepseek-chat-v3,StreamLake,standard,false,true,,stop,stop,2306,1869,false,Nexus-Key,Aider
gen-1787549334-DrmmknuzhFBIzFlInBMy,2026-08-24 05:28:54.427,0.000085,,,,0,187,8,0,0,deepseek/deepseek-chat-v3,Novita,standard,false,true,,stop,stop,1286,1135,false,Nexus-Key,Aider
gen-1787549296-0VGQ2wmoQuRF0XFmJDtR,2026-08-24 05:28:16.206,0.014732,,,,0,32428,1355,0,0,deepseek/deepseek-chat-v3,Novita,standard,false,true,,stop,stop,37731,4530,false,Nexus-Key,Aider
gen-1787549217-VLawtrkpCYUXbNFBc3uo,2026-08-24 05:26:57.141,0.000057,,,,0,193,8,0,0,deepseek/deepseek-chat-v3,StreamLake,standard,false,true,,stop,stop,1578,1334,false,Nexus-Key,Aider
gen-1787549216-opyKzateqVhmQSeXURpn,2026-08-24 05:26:56.729,0.005253,,,,0,19491,230,0,0,deepseek/deepseek-chat-v3,StreamLake,standard,false,true,,stop,stop,8445,2301,false,Nexus-Key,Aider
gen-1787549214-jLSjyloFrIcKBdW96W5T,2026-08-24 05:26:54.552,0.000677,,,,0,1661,10,0,0,deepseek/deepseek-chat-v3,Novita,standard,false,true,,stop,stop,1464,1283,false,Nexus-Key,Aider
gen-1787549211-Onu3ux3N7uS6H50B7cVy,2026-08-24 05:26:51.892,0.000056,,,,0,188,8,0,0,deepseek/deepseek-chat-v3,StreamLake,standard,false,true,,stop,stop,2279,2081,false,Nexus-Key,Aider
gen-1787549186-ZlBPErknFCGwtZ63epHz,2026-08-24 05:26:26.728,0.010521,,,,0,30916,706,0,0,deepseek/deepseek-chat-v3,DeepInfra,standard,false,true,,stop,stop,24725,1834,false,Nexus-Key,Aider
gen-1787549117-vthn7qAhPRrtcpFo8OOH,2026-08-24 05:25:17.149,0.000064,,,,0,202,12,0,0,deepseek/deepseek-chat-v3,StreamLake,standard,false,true,,stop,stop,1519,1481,false,Nexus-Key,Aider
gen-1787549116-MUnymLCBHkwM8ole8s7N,2026-08-24 05:25:16.493,0.006392,,,,0,19490,175,0,0,deepseek/deepseek-chat-v3,DeepInfra,standard,false,true,,stop,stop,5483,1147,false,Nexus-Key,Aider
gen-1787549114-MtO7WyQjNX2RkxIb2CQk,2026-08-24 05:25:14.018,0.001139,,,,0,4380,12,0,0,deepseek/deepseek-chat-v3,StreamLake,standard,false,true,,stop,stop,1799,1705,false,Nexus-Key,Aider
gen-1787549112-HgjTxTVsGTwPGVpbrzvR,2026-08-24 05:25:12.413,0.000056,,,,0,188,8,0,0,deepseek/deepseek-chat-v3,StreamLake,standard,false,true,,stop,stop,1023,783,false,Nexus-Key,Aider
gen-1787549052-sonnMNWvNPMe3ZshBrjg,2026-08-24 05:24:12.092,0.013552,,,,0,27301,2025,0,0,deepseek/deepseek-chat-v3,Novita,standard,false,true,,stop,stop,52791,3973,false,Nexus-Key,Aider
gen-1787548914-sudHho1nSBixEtlxCPv3,2026-08-24 05:21:54.766,0.000057,,,,0,193,8,0,0,deepseek/deepseek-chat-v3,StreamLake,standard,false,true,,stop,stop,1280,1277,false,Nexus-Key,Aider
gen-1787548914-5GRAJaCmtZdMMcA9zdL6,2026-08-24 05:21:54.349,0.005499,,,,0,16215,349,0,0,deepseek/deepseek-chat-v3,DeepInfra,standard,false,true,,stop,stop,6319,1902,false,Nexus-Key,Aider
gen-1787548912-viNyQIxA576b5upEMMG4,2026-08-24 05:21:52.383,0.000648,,,,0,1586,11,0,0,deepseek/deepseek-chat-v3,Novita,standard,false,true,,stop,stop,1366,1122,false,Nexus-Key,Aider
gen-1787548910-HJknF29CNWihgKzteIRf,2026-08-24 05:21:50.664,0.000085,,,,0,187,8,0,0,deepseek/deepseek-chat-v3,Novita,standard,false,true,,stop,stop,1370,1219,false,Nexus-Key,Aider
gen-1787548900-bu9VDh4CjhNV00dVEigG,2026-08-24 05:21:40.600,0.008872,,,,0,26072,595,0,0,deepseek/deepseek-chat-v3,DeepInfra,standard,false,true,,stop,stop,9633,1387,false,Nexus-Key,Aider
gen-1787548816-D9BRuBtgYc3HPYU6sTol,2026-08-24 05:20:16.969,0.000057,,,,0,193,8,0,0,deepseek/deepseek-chat-v3,StreamLake,standard,false,true,,stop,stop,1295,1295,false,Nexus-Key,Aider
gen-1787548816-vHndXfwEnPATXBlDjcJK,2026-08-24 05:20:16.531,0.006722,,,,0,16215,182,0,0,deepseek/deepseek-chat-v3,Novita,standard,false,true,,stop,stop,7959,2617,false,Nexus-Key,Aider
gen-1787548814-e76IyWqEkvQQjsowZAcL,2026-08-24 05:20:14.573,0.002088,,,,0,5191,9,0,0,deepseek/deepseek-chat-v3,Novita,standard,false,true,,stop,stop,1371,1210,false,Nexus-Key,Aider
gen-1787548812-mxE3K8PwlZOv0fo59jIw,2026-08-24 05:20:12.708,0.000085,,,,0,187,8,0,0,deepseek/deepseek-chat-v3,Novita,standard,false,true,,stop,stop,1281,1158,false,Nexus-Key,Aider
gen-1787548740-snKTh6Xe6A0vxKi2ToeJ,2026-08-24 05:19:00.565,0.012746,,,,0,22946,2745,0,0,deepseek/deepseek-chat-v3,Novita,standard,false,true,,stop,stop,71641,3639,false,Nexus-Key,Aider
gen-1787548664-bMsSA2rUNv1lsY5lNPtV,2026-08-24 05:17:44.680,0.000057,,,,0,193,8,0,0,deepseek/deepseek-chat-v3,StreamLake,standard,false,true,,stop,stop,1580,1302,false,Nexus-Key,Aider
gen-1787548664-51bOkq5VkdDdm8MMTM2A,2026-08-24 05:17:44.260,0.004367,,,,0,13105,195,0,0,deepseek/deepseek-chat-v3,DeepInfra,standard,false,true,,stop,stop,8373,2276,false,Nexus-Key,Aider
gen-1787548660-eBy5OPTrdrqJDb8SlLvK,2026-08-24 05:17:40.395,0.001395,,,,0,4326,12,0,0,deepseek/deepseek-chat-v3,DeepInfra,standard,false,true,,stop,stop,3167,2933,false,Nexus-Key,Aider
gen-1787548658-8kS5OEHqny7RDghadec6,2026-08-24 05:17:37.954,0.000085,,,,0,187,8,0,0,deepseek/deepseek-chat-v3,Novita,standard,false,true,,stop,stop,1897,1765,false,Nexus-Key,Aider
gen-1787548580-0ehXiGUOaHtTL0NDQehw,2026-08-24 05:16:19.852,0.008587,,,,0,20177,2394,0,0,deepseek/deepseek-chat-v3,DeepInfra,standard,false,true,,stop,stop,77626,3443,false,Nexus-Key,Aider
gen-1787548491-Pfb8vSNFeQk6Ic2xdUgb,2026-08-24 05:14:51.454,0.000073,,,,0,191,14,0,0,deepseek/deepseek-chat-v3,DeepInfra,standard,false,true,,stop,stop,1300,698,false,Nexus-Key,Aider
gen-1787548489-YZ6REDiulecAMVblooHY,2026-08-24 05:14:49.051,0.004123,,,,0,9590,221,0,0,deepseek/deepseek-chat-v3,Novita,standard,false,true,,stop,stop,7233,1692,false,Nexus-Key,Aider
gen-1787548486-EGYRMaAzgxnW9hO8aBYg,2026-08-24 05:14:46.942,0.000565,,,,0,1379,11,0,0,deepseek/deepseek-chat-v3,Novita,standard,false,true,,stop,stop,1396,1173,false,Nexus-Key,Aider
gen-1787548483-HurrPXQvYlSfcSflQ9yl,2026-08-24 05:14:43.031,0.000056,,,,0,188,8,0,0,deepseek/deepseek-chat-v3,StreamLake,standard,false,true,,stop,stop,1638,1636,false,Nexus-Key,Aider
gen-1787548468-pzWsZ1auJlcKRdiMON7j,2026-08-24 05:14:27.932,0.006673,,,,0,19267,571,0,0,deepseek/deepseek-chat-v3,DeepInfra,standard,false,true,,stop,stop,12728,1225,false,Nexus-Key,Aider
gen-1787548342-UQdUgB4p0Wf7uyD5U70M,2026-08-24 05:12:22.017,0.000085,,,,0,192,7,0,0,deepseek/deepseek-chat-v3,Novita,standard,false,true,,stop,stop,1284,1200,false,Nexus-Key,Aider
gen-1787548341-nsiKbJPzBOxZbC1iwnjB,2026-08-24 05:12:21.595,0.004125,,,,0,9590,223,0,0,deepseek/deepseek-chat-v3,Novita,standard,false,true,,stop,stop,7391,1459,false,Nexus-Key,Aider
gen-1787548338-pP0eM5RJcRIZZNwMhfXG,2026-08-24 05:12:18.550,0.001117,,,,0,4288,13,0,0,deepseek/deepseek-chat-v3,StreamLake,standard,false,true,,stop,stop,2475,2254,false,Nexus-Key,Aider
gen-1787548337-sm79KmUkHBKVlMlmDCbQ,2026-08-24 05:12:16.847,0.000085,,,,0,187,8,0,0,deepseek/deepseek-chat-v3,Novita,standard,false,true,,stop,stop,1211,1083,false,Nexus-Key,Aider
gen-1787548268-5fGz8gPsp816ama8Lxt1,2026-08-24 05:11:08.419,0.007475,,,,0,16631,2420,0,0,deepseek/deepseek-chat-v3,DeepInfra,standard,false,true,,stop,stop,67921,701,false,Nexus-Key,Aider
gen-1787548150-eqxvzvrdDd6WduTMYAt2,2026-08-24 05:09:10.732,0.000057,,,,0,190,8,0,0,deepseek/deepseek-chat-v3,StreamLake,standard,false,true,,stop,stop,1470,1421,false,Nexus-Key,Aider
gen-1787548150-yQUbIzgqpjJsbQjxwQ8u,2026-08-24 05:09:10.337,0.001594,,,,0,5153,261,0,0,deepseek/deepseek-chat-v3,StreamLake,standard,false,true,,stop,stop,7009,1399,false,Nexus-Key,Aider
gen-1787548147-tl2ANYlxgG0uvKUxCm2h,2026-08-24 05:09:07.657,0.000861,,,,0,2119,11,0,0,deepseek/deepseek-chat-v3,Novita,standard,false,true,,stop,stop,2181,2104,false,Nexus-Key,Aider
gen-1787548145-8jjZgfxlfAAZGfBVgVSl,2026-08-24 05:09:05.798,0.000084,,,,0,184,8,0,0,deepseek/deepseek-chat-v3,Novita,standard,false,true,,stop,stop,1421,1290,false,Nexus-Key,Aider
gen-1787548115-N1lJBwAez1CS6cgRhhWp,2026-08-24 05:08:35.315,0.005658,,,,0,14915,995,0,0,deepseek/deepseek-chat-v3,DeepInfra,standard,false,true,,stop,stop,30013,1434,false,Nexus-Key,Aider
gen-1787548012-seOOZCcFAHL8w6bODpk5,2026-08-24 05:06:52.571,0.000057,,,,0,190,8,0,0,deepseek/deepseek-chat-v3,StreamLake,standard,false,true,,stop,stop,1918,1753,false,Nexus-Key,Aider
gen-1787548012-wPhvZhLc35hcfhyF6gZQ,2026-08-24 05:06:52.211,0.001881,,,,0,4057,199,0,0,deepseek/deepseek-chat-v3,Novita,standard,false,true,,stop,stop,6138,1289,false,Nexus-Key,Aider
gen-1787548010-keuoklAujEPM6nKizgSQ,2026-08-24 05:06:50.444,0.000385,,,,0,927,11,0,0,deepseek/deepseek-chat-v3,Novita,standard,false,true,,stop,stop,1253,1078,false,Nexus-Key,Aider
gen-1787548007-E3F3ZUeF1p4vU0gc3o5M,2026-08-24 05:06:47.749,0.002119,,,,0,8200,9,0,0,deepseek/deepseek-chat-v3,StreamLake,standard,false,true,,stop,stop,2106,1667,false,Nexus-Key,Aider
gen-1787547995-XeH9KIjbKXk4AAMl3ExF,2026-08-24 05:06:35.410,0.004093,,,,0,14086,455,0,0,deepseek/deepseek-chat-v3,StreamLake,standard,false,true,,stop,stop,11861,2666,false,Nexus-Key,Aider
gen-1787547778-vonZO4aafP7twO4sw1qk,2026-08-24 05:02:58.316,0.000086,,,,0,189,8,0,0,deepseek/deepseek-chat-v3,Novita,standard,false,true,,stop,stop,1525,1401,false,Nexus-Key,Aider
gen-1787547777-WVRKm10Qi8T8tTnYDrL0,2026-08-24 05:02:57.853,0.001194,,,,0,3194,194,0,0,deepseek/deepseek-chat-v3,DeepInfra,standard,false,true,,stop,stop,7349,1064,false,Nexus-Key,Aider
gen-1787547775-bkGkNW0djRHUyaqlOnZb,2026-08-24 05:02:55.601,0.000157,,,,0,560,13,0,0,deepseek/deepseek-chat-v3,StreamLake,standard,false,true,,stop,stop,1731,1324,false,Nexus-Key,Aider
gen-1787547773-Z1keaqQOHtCY0nSYBT29,2026-08-24 05:02:53.127,0.000084,,,,0,184,8,0,0,deepseek/deepseek-chat-v3,Novita,standard,false,true,,stop,stop,2015,1882,false,Nexus-Key,Aider
gen-1787547701-Jffxz0VYtnZDNwiAZcFY,2026-08-24 05:01:41.514,0.004582,,,,0,13836,174,0,0,deepseek/deepseek-chat-v3,DeepInfra,standard,false,true,,stop,stop,12423,5336,false,Nexus-Key,Aider
gen-1787547370-jwwa7nTBfJeDkKGeOmPZ,2026-08-24 04:56:10.699,0.000085,,,,0,192,7,0,0,deepseek/deepseek-chat-v3,Novita,standard,false,true,,stop,stop,1086,1002,false,Nexus-Key,Aider
gen-1787547370-SpFwXEeLmaSik5MKCYyy,2026-08-24 04:56:10.265,0.001198,,,,0,3194,198,0,0,deepseek/deepseek-chat-v3,DeepInfra,standard,false,true,,stop,stop,4233,722,false,Nexus-Key,Aider
